MAG	group	depth_group	layer
s_SalMarSW160310MG_2_8856069_Bin_7_1	10	shallow_10	shallow
s_SalMarSW160230MG_4_8917369_Bin_1_2	12	shallow_12	shallow
s_SalMarWE160230MG_4_8867466_Bin_32_1	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_20_1	17	shallow_17	shallow
s_SalMarWE160420MG_2_8858952_Bin_22	19	shallow_19	shallow
s_SalMarWE160310MG_2_8859006_Bin_4_2	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_6_1	10	shallow_10	shallow
s_SalMarWE160430MG_2_8858885_Bin_23	10	shallow_10	shallow
s_SalMarWE160220MG_4_8859082_Bin_9	11	shallow_11	shallow
s_SalMarSW160120MG_2_8867925_Bin_10_3	8	shallow_8	shallow
s_SalMarSW160320MG_2_8858882_Bin_27	14	shallow_14	shallow
s_SalMarSW160330MG_2_8858939_Bin_42	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_3_1	10	shallow_10	shallow
s_SalMarSW160210MG_4_8917616_Bin_72_1	20	shallow_20	shallow
s_SalMarWE160330MG_2_8859004_Bin_45	21	shallow_21	shallow
s_SalMarWE160230MG_4_8867466_Bin_57_1	21	shallow_21	shallow
s_SalMarSW160130MG_3_8917055_Bin_57	22	shallow_22	shallow
s_SalMarSW160230MG_4_8917369_Bin_48	21	shallow_21	shallow
s_SalMarSW160210MG_4_8917616_Bin_17_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_5_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_17_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_5_3	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_1_2	23	shallow_23	shallow
s_SalMarSW160120MG_2_8867925_Bin_17_1	23	shallow_23	shallow
s_SalMarSW160220MG_4_8917368_Bin_9_2	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_5_1	24	shallow_24	shallow
s_SalMarSW160130MG_3_8917055_Bin_38_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_27_1	25	shallow_25	shallow
s_SalMarWE160430MG_2_8858885_Bin_3_1	25	shallow_25	shallow
s_SalMarWE160430MG_2_8858885_Bin_11_1	26	shallow_26	shallow
s_SalMarWE160230MG_4_8867466_Bin_9_1	26	shallow_26	shallow
s_SalMarSW160120MG_2_8867925_Bin_22_1	26	shallow_26	shallow
s_SalMarWE160330MG_2_8859004_Bin_1_1	25	shallow_25	shallow
s_SalMarSW160220MG_4_8917368_Bin_1_2	25	shallow_25	shallow
s_SalMarSW160230MG_4_8917369_Bin_18_1	26	shallow_26	shallow
s_SalMarSW160330MG_2_8858939_Bin_1_1	27	shallow_27	shallow
s_SalMarWE160310MG_2_8859006_Bin_15_1	25	shallow_25	shallow
s_SalMarSW160230MG_4_8917369_Bin_2_1	23	shallow_23	shallow
s_SalMarSW160220MG_4_8917368_Bin_1_1	23	shallow_23	shallow
s_SalMarSW160330MG_2_8858939_Bin_3_1	26	shallow_26	shallow
s_SalMarWE160330MG_2_8859004_Bin_6_1	26	shallow_26	shallow
s_SalMarSW160210MG_4_8917616_Bin_64	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_11	21	shallow_21	shallow
s_SalMarSW160230MG_4_8917369_Bin_3_1	28	shallow_28	shallow
s_SalMarWE160410MG_2_8858966_Bin_15	6	shallow_6	shallow
s_SalMarWE160330MG_2_8859004_Bin_19	20	shallow_20	shallow
s_SalMarSW160120MG_2_8867925_Bin_7_1	29	shallow_29	shallow
s_SalMarWE160230MG_4_8867466_Bin_12	21	shallow_21	shallow
s_SalMarSW160330MG_2_8858939_Bin_6_2	30	shallow_30	shallow
s_SalMarSW160220MG_4_8917368_Bin_12	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_3_2	20	shallow_20	shallow
s_SalMarSW160130MG_3_8917055_Bin_33	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_27	31	shallow_31	shallow
s_SalMarSW160220MG_4_8917368_Bin_20_1	6	shallow_6	shallow
s_SalMarWE160420MG_2_8858952_Bin_7	28	shallow_28	shallow
s_SalMarWE160330MG_2_8859004_Bin_17	28	shallow_28	shallow
s_SalMarSW160120MG_2_8867925_Bin_34	21	shallow_21	shallow
s_SalMarSW160220MG_4_8917368_Bin_31	32	shallow_32	shallow
s_SalMarSW160130MG_3_8917055_Bin_3_2	2	shallow_2	shallow
s_SalMarWE160220MG_4_8859082_Bin_5_1	11	shallow_11	shallow
s_SalMarWE160430MG_2_8858885_Bin_15	28	shallow_28	shallow
s_SalMarSW160310MG_2_8856069_Bin_1_1	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_20	28	shallow_28	shallow
s_SalMarSW160210MG_4_8917616_Bin_38	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_6_1	29	shallow_29	shallow
s_SalMarWE160310MG_2_8859006_Bin_12_1	28	shallow_28	shallow
s_SalMarWE160320MG_2_8859049_Bin_1_1	28	shallow_28	shallow
s_SalMarWE160420MG_2_8858952_Bin_5	33	shallow_33	shallow
s_SalMarSW160110MG_3_8930491_Bin_5_2	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_8	21	shallow_21	shallow
s_SalMarSW160210MG_4_8917616_Bin_2_2	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_25	20	shallow_20	shallow
s_SalMarSW160130MG_3_8917055_Bin_3_1	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_24	34	shallow_34	shallow
s_SalMarSW160210MG_4_8917616_Bin_44	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_2_1	35	shallow_35	shallow
s_SalMarWE160420MG_2_8858952_Bin_10	36	shallow_36	shallow
s_SalMarWE160210MG_4_8867467_Bin_7_1	37	shallow_37	shallow
s_SalMarSW160330MG_2_8858939_Bin_6_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_21	28	shallow_28	shallow
s_SalMarWE160210MG_4_8867467_Bin_5_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_19	28	shallow_28	shallow
s_SalMarSW160110MG_3_8930491_Bin_9_1	28	shallow_28	shallow
s_SalMarWE160420MG_2_8858952_Bin_21	34	shallow_34	shallow
s_SalMarSW160110MG_3_8930491_Bin_5_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_1_2	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_22	33	shallow_33	shallow
s_SalMarWE160230MG_4_8867466_Bin_2_2	38	shallow_38	shallow
s_SalMarWE160310MG_2_8859006_Bin_16_1	20	shallow_20	shallow
s_SalMarSW160320MG_2_8858882_Bin_7	28	shallow_28	shallow
s_SalMarSW160210MG_4_8917616_Bin_6_3	2	shallow_2	shallow
s_SalMarWE160330MG_2_8859004_Bin_36	39	shallow_39	shallow
s_SalMarSW160210MG_4_8917616_Bin_6_1	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_39	39	shallow_39	shallow
s_SalMarSW160130MG_3_8917055_Bin_1_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_1_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_15_1	2	shallow_2	shallow
s_SalMarWE160210MG_4_8867467_Bin_12	20	shallow_20	shallow
s_SalMarWE160230MG_4_8867466_Bin_25	40	shallow_40	shallow
s_SalMarSW160120MG_2_8867925_Bin_12_1	41	shallow_41	shallow
s_SalMarWE160320MG_2_8859049_Bin_2	42	shallow_42	shallow
s_SalMarSW160330MG_2_8858939_Bin_37	41	shallow_41	shallow
s_SalMarSW160230MG_4_8917369_Bin_23	41	shallow_41	shallow
s_SalMarWE160310MG_2_8859006_Bin_14	20	shallow_20	shallow
s_SalMarSW160220MG_4_8917368_Bin_44	43	shallow_43	shallow
s_SalMarSW160310MG_2_8856069_Bin_36	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_38	2	shallow_2	shallow
s_SalMarWE160410MG_2_8858966_Bin_14_1	43	shallow_43	shallow
s_SalMarSW160310MG_2_8856069_Bin_32_1	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_18	42	shallow_42	shallow
s_SalMarWE160230MG_4_8867466_Bin_28	1	shallow_1	shallow
s_SalMarSW160130MG_3_8917055_Bin_12_4	2	shallow_2	shallow
s_SalMarWE160430MG_2_8858885_Bin_12	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_1_4	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_31	21	shallow_21	shallow
s_SalMarSW160130MG_3_8917055_Bin_2_2	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_53	15	shallow_15	shallow
s_SalMarSW160130MG_3_8917055_Bin_21_1	2	shallow_2	shallow
s_SalMarWE160420MG_2_8858952_Bin_13	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_7_1	45	shallow_45	shallow
s_SalMarSW160220MG_4_8917368_Bin_4_1	1	shallow_1	shallow
s_SalMarSW160130MG_3_8917055_Bin_12_1	2	shallow_2	shallow
s_SalMarWE160310MG_2_8859006_Bin_6	44	shallow_44	shallow
s_SalMarSW160130MG_3_8917055_Bin_53	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_24	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_5	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_16_1	2	shallow_2	shallow
s_SalMarSW160310MG_2_8856069_Bin_20	1	shallow_1	shallow
s_SalMarWE160210MG_4_8867467_Bin_20_1	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_18	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_8_5	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_1_3	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_8_2	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_12	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_8_3	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_52_1	2	shallow_2	shallow
s_SalMarWE160220MG_4_8859082_Bin_8	1	shallow_1	shallow
s_SalMarWE160420MG_2_8858952_Bin_9	46	shallow_46	shallow
s_SalMarWE160220MG_4_8859082_Bin_7	46	shallow_46	shallow
s_SalMarSW160130MG_3_8917055_Bin_28	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_30_1	2	shallow_2	shallow
s_SalMarWE160320MG_2_8859049_Bin_19	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_20_3	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_8_2	2	shallow_2	shallow
s_SalMarWE160430MG_2_8858885_Bin_16	44	shallow_44	shallow
s_SalMarSW160230MG_4_8917369_Bin_12	44	shallow_44	shallow
s_SalMarSW160110MG_3_8930491_Bin_12_2	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_14	47	shallow_47	shallow
s_SalMarWE160230MG_4_8867466_Bin_6_2	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_52_2	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_6_1	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_8_4	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_8_1	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_28_1	48	shallow_48	shallow
s_SalMarSW160210MG_4_8917616_Bin_1_5	2	shallow_2	shallow
s_SalMarWE160210MG_4_8867467_Bin_17_1	42	shallow_42	shallow
s_SalMarSW160210MG_4_8917616_Bin_16_2	2	shallow_2	shallow
s_SalMarWE160220MG_4_8859082_Bin_25	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_15	47	shallow_47	shallow
s_SalMarSW160210MG_4_8917616_Bin_1_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_22_3	2	shallow_2	shallow
s_SalMarWE160430MG_2_8858885_Bin_24_1	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_43	48	shallow_48	shallow
s_SalMarSW160130MG_3_8917055_Bin_30_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_19_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_20_2	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_35_1	2	shallow_2	shallow
s_SalMarWE160320MG_2_8859049_Bin_14	42	shallow_42	shallow
s_SalMarSW160210MG_4_8917616_Bin_8_1	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_5	49	shallow_49	shallow
s_SalMarSW160320MG_2_8858882_Bin_13	44	shallow_44	shallow
s_SalMarWE160430MG_2_8858885_Bin_25	45	shallow_45	shallow
s_SalMarSW160320MG_2_8858882_Bin_9	50	shallow_50	shallow
s_SalMarWE160410MG_2_8858966_Bin_7_2	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_19	51	shallow_51	shallow
s_SalMarSW160110MG_3_8930491_Bin_21	42	shallow_42	shallow
s_SalMarWE160330MG_2_8859004_Bin_38	52	shallow_52	shallow
s_SalMarSW160210MG_4_8917616_Bin_19_1	2	shallow_2	shallow
s_SalMarSW160320MG_2_8858882_Bin_11	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_63_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_21	53	shallow_53	shallow
s_SalMarSW160310MG_2_8856069_Bin_2_2	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_21	44	shallow_44	shallow
s_SalMarWE160330MG_2_8859004_Bin_3	54	shallow_54	shallow
s_SalMarSW160130MG_3_8917055_Bin_44_2	2	shallow_2	shallow
s_SalMarWE160310MG_2_8859006_Bin_21	44	shallow_44	shallow
s_SalMarSW160210MG_4_8917616_Bin_22_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_2_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_22	46	shallow_46	shallow
s_SalMarSW160130MG_3_8917055_Bin_2_3	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_4	55	shallow_55	shallow
s_SalMarSW160330MG_2_8858939_Bin_17_2	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_1_1	56	shallow_56	shallow
s_SalMarWE160220MG_4_8859082_Bin_18	51	shallow_51	shallow
s_SalMarWE160230MG_4_8867466_Bin_37_1	48	shallow_48	shallow
s_SalMarSW160210MG_4_8917616_Bin_61_1	2	shallow_2	shallow
s_SalMarWE160420MG_2_8858952_Bin_26	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_16_2	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_25_1	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_18	42	shallow_42	shallow
s_SalMarWE160330MG_2_8859004_Bin_16_1	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_2_1	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_31	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_3_1	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_11	57	shallow_57	shallow
s_SalMarWE160430MG_2_8858885_Bin_7_1	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_17_1	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_67_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_18_1	2	shallow_2	shallow
s_SalMarSW160110MG_3_8930491_Bin_37_1	58	shallow_58	shallow
s_SalMarWE160310MG_2_8859006_Bin_24_2	59	shallow_59	shallow
s_SalMarSW160220MG_4_8917368_Bin_33_1	60	shallow_60	shallow
s_SalMarSW160120MG_2_8867925_Bin_37_1	61	shallow_61	shallow
s_SalMarWE160410MG_2_8858966_Bin_14_2	58	shallow_58	shallow
s_SalMarSW160130MG_3_8917055_Bin_50_1	2	shallow_2	shallow
s_SalMarWE160310MG_2_8859006_Bin_17_1	60	shallow_60	shallow
s_SalMarWE160320MG_2_8859049_Bin_16_2	62	shallow_62	shallow
s_SalMarWE160430MG_2_8858885_Bin_8_1	63	shallow_63	shallow
s_SalMarSW160210MG_4_8917616_Bin_10_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_32_1	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_29_1	64	shallow_64	shallow
s_SalMarWE160330MG_2_8859004_Bin_29_1	65	shallow_65	shallow
s_SalMarWE160230MG_4_8867466_Bin_16_1	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_9_1	58	shallow_58	shallow
s_SalMarWE160230MG_4_8867466_Bin_16_2	1	shallow_1	shallow
s_SalMarSW160330MG_2_8858939_Bin_16_2	60	shallow_60	shallow
s_SalMarWE160310MG_2_8859006_Bin_17_2	66	shallow_66	shallow
s_SalMarSW160330MG_2_8858939_Bin_16_1	60	shallow_60	shallow
s_SalMarWE160320MG_2_8859049_Bin_16_1	66	shallow_66	shallow
s_SalMarSW160220MG_4_8917368_Bin_40_1	67	shallow_67	shallow
s_SalMarSW160230MG_4_8917369_Bin_37_1	68	shallow_68	shallow
s_SalMarSW160320MG_2_8858882_Bin_10	11	shallow_11	shallow
s_SalMarWE160410MG_2_8858966_Bin_8_1	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_21	11	shallow_11	shallow
s_SalMarWE160420MG_2_8858952_Bin_19	34	shallow_34	shallow
s_SalMarWE160220MG_4_8859082_Bin_6	11	shallow_11	shallow
s_SalMarSW160310MG_2_8856069_Bin_24	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_12_1	11	shallow_11	shallow
s_SalMarSW160220MG_4_8917368_Bin_4_2	11	shallow_11	shallow
s_SalMarSW160220MG_4_8917368_Bin_13_1	69	shallow_69	shallow
s_SalMarWE160230MG_4_8867466_Bin_3_1	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_24	70	shallow_70	shallow
s_SalMarWE160320MG_2_8859049_Bin_8	1	shallow_1	shallow
s_SalMarWE160230MG_4_8867466_Bin_17	2	shallow_2	shallow
s_SalMarWE160330MG_2_8859004_Bin_33	71	shallow_71	shallow
s_SalMarSW160220MG_4_8917368_Bin_19	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_2_1	72	shallow_72	shallow
s_SalMarWE160210MG_4_8867467_Bin_11	20	shallow_20	shallow
s_SalMarSW160310MG_2_8856069_Bin_5_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_11	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_9	73	shallow_73	shallow
s_SalMarSW160130MG_3_8917055_Bin_8	2	shallow_2	shallow
s_SalMarWE160310MG_2_8859006_Bin_13	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_14_1	69	shallow_69	shallow
s_SalMarWE160230MG_4_8867466_Bin_8	74	shallow_74	shallow
s_SalMarSW160330MG_2_8858939_Bin_7_1	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_3_1	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_41_1	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_33	71	shallow_71	shallow
s_SalMarSW160120MG_2_8867925_Bin_16	72	shallow_72	shallow
s_SalMarWE160330MG_2_8859004_Bin_15	75	shallow_75	shallow
s_SalMarSW160210MG_4_8917616_Bin_13_1	2	shallow_2	shallow
s_SalMarSW160230MG_4_8917369_Bin_9	2	shallow_2	shallow
s_SalMarWE160410MG_2_8858966_Bin_12	1	shallow_1	shallow
s_SalMarWE160230MG_4_8867466_Bin_10	38	shallow_38	shallow
s_SalMarWE160320MG_2_8859049_Bin_24	39	shallow_39	shallow
s_SalMarWE160330MG_2_8859004_Bin_5_1	1	shallow_1	shallow
s_SalMarSW160220MG_4_8917368_Bin_7_1	72	shallow_72	shallow
s_SalMarSW160230MG_4_8917369_Bin_7_1	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_5	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_4_1	2	shallow_2	shallow
s_SalMarWE160210MG_4_8867467_Bin_14	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_10	20	shallow_20	shallow
s_SalMarWE160410MG_2_8858966_Bin_6	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_1_1	20	shallow_20	shallow
s_SalMarSW160310MG_2_8856069_Bin_5_2	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_12	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_1_1	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_12	2	shallow_2	shallow
s_SalMarWE160320MG_2_8859049_Bin_7	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_1_2	20	shallow_20	shallow
s_SalMarWE160430MG_2_8858885_Bin_6	1	shallow_1	shallow
s_SalMarWE160220MG_4_8859082_Bin_3	1	shallow_1	shallow
s_SalMarSW160210MG_4_8917616_Bin_4_2	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_15	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_2_1	2	shallow_2	shallow
s_SalMarSW160330MG_2_8858939_Bin_4_1	21	shallow_21	shallow
s_SalMarWE160320MG_2_8859049_Bin_11	72	shallow_72	shallow
s_SalMarWE160330MG_2_8859004_Bin_9	2	shallow_2	shallow
s_SalMarSW160110MG_3_8930491_Bin_10_1	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_4	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_24	71	shallow_71	shallow
s_SalMarWE160310MG_2_8859006_Bin_22_1	76	shallow_76	shallow
s_SalMarWE160330MG_2_8859004_Bin_10	72	shallow_72	shallow
s_SalMarSW160330MG_2_8858939_Bin_26	71	shallow_71	shallow
s_SalMarSW160120MG_2_8867925_Bin_33	77	shallow_77	shallow
s_SalMarSW160230MG_4_8917369_Bin_16	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_9	1	shallow_1	shallow
s_SalMarWE160230MG_4_8867466_Bin_1_3	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_4	41	shallow_41	shallow
s_SalMarSW160220MG_4_8917368_Bin_30	6	shallow_6	shallow
s_SalMarWE160420MG_2_8858952_Bin_4	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_43	4	shallow_4	shallow
s_SalMarWE160330MG_2_8859004_Bin_21	20	shallow_20	shallow
s_SalMarSW160120MG_2_8867925_Bin_20	1	shallow_1	shallow
s_SalMarWE160230MG_4_8867466_Bin_30	71	shallow_71	shallow
s_SalMarWE160330MG_2_8859004_Bin_7	21	shallow_21	shallow
s_SalMarWE160430MG_2_8858885_Bin_17	71	shallow_71	shallow
s_SalMarWE160210MG_4_8867467_Bin_2_1	1	shallow_1	shallow
s_SalMarSW160120MG_2_8867925_Bin_13_1	2	shallow_2	shallow
s_SalMarWE160410MG_2_8858966_Bin_18	1	shallow_1	shallow
s_SalMarSW160310MG_2_8856069_Bin_15	1	shallow_1	shallow
s_SalMarWE160330MG_2_8859004_Bin_5_2	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_14	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_22	2	shallow_2	shallow
s_SalMarSW160110MG_3_8930491_Bin_3_2	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_11_1	6	shallow_6	shallow
s_SalMarWE160220MG_4_8859082_Bin_2	1	shallow_1	shallow
s_SalMarSW160320MG_2_8858882_Bin_6	1	shallow_1	shallow
s_SalMarWE160430MG_2_8858885_Bin_4_1	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_23	78	shallow_78	shallow
s_SalMarWE160320MG_2_8859049_Bin_26	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_28	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_27	79	shallow_79	shallow
s_SalMarSW160120MG_2_8867925_Bin_31_1	79	shallow_79	shallow
s_SalMarSW160330MG_2_8858939_Bin_28	79	shallow_79	shallow
s_SalMarSW160220MG_4_8917368_Bin_32	79	shallow_79	shallow
s_SalMarSW160310MG_2_8856069_Bin_18	1	shallow_1	shallow
s_SalMarSW160110MG_3_8930491_Bin_29	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_9	1	shallow_1	shallow
s_SalMarWE160310MG_2_8859006_Bin_7_1	1	shallow_1	shallow
s_SalMarWE160320MG_2_8859049_Bin_25	42	shallow_42	shallow
s_SalMarSW160310MG_2_8856069_Bin_40	1	shallow_1	shallow
s_SalMarWE160410MG_2_8858966_Bin_7_1	1	shallow_1	shallow
s_SalMarWE160220MG_4_8859082_Bin_11	31	shallow_31	shallow
s_SalMarSW160220MG_4_8917368_Bin_34	31	shallow_31	shallow
s_SalMarWE160230MG_4_8867466_Bin_26	80	shallow_80	shallow
s_SalMarSW160130MG_3_8917055_Bin_11	2	shallow_2	shallow
s_SalMarSW160120MG_2_8867925_Bin_23	81	shallow_81	shallow
s_SalMarSW160230MG_4_8917369_Bin_17	81	shallow_81	shallow
s_SalMarSW160220MG_4_8917368_Bin_25	81	shallow_81	shallow
s_SalMarWE160330MG_2_8859004_Bin_22	82	shallow_82	shallow
s_SalMarSW160120MG_2_8867925_Bin_30	83	shallow_83	shallow
s_SalMarSW160120MG_2_8867925_Bin_3_1	55	shallow_55	shallow
s_SalMarSW160230MG_4_8917369_Bin_21	83	shallow_83	shallow
s_SalMarWE160310MG_2_8859006_Bin_18	9	shallow_9	shallow
s_SalMarWE160320MG_2_8859049_Bin_3	84	shallow_84	shallow
s_SalMarSW160220MG_4_8917368_Bin_26	85	shallow_85	shallow
s_SalMarSW160210MG_4_8917616_Bin_53_3	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_53_2	2	shallow_2	shallow
s_SalMarSW160220MG_4_8917368_Bin_56	86	shallow_86	shallow
s_SalMarSW160310MG_2_8856069_Bin_1_4	1	shallow_1	shallow
s_SalMarSW160230MG_4_8917369_Bin_41_1	87	shallow_87	shallow
s_SalMarSW160210MG_4_8917616_Bin_66_1	2	shallow_2	shallow
s_SalMarWE160230MG_4_8867466_Bin_41	88	shallow_88	shallow
s_SalMarSW160210MG_4_8917616_Bin_68_1	89	shallow_89	shallow
s_SalMarSW160130MG_3_8917055_Bin_22_4	56	shallow_56	shallow
s_SalMarSW160210MG_4_8917616_Bin_48_2	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_26_4	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_26_3	2	shallow_2	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_6	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_26_1	56	shallow_56	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_3	20	shallow_20	shallow
s_SalMarSW160210MG_4_8917616_Bin_43_1	90	shallow_90	shallow
s_SalMarSW160210MG_4_8917616_Bin_48_1	2	shallow_2	shallow
s_SalMarSW160130MG_3_8917055_Bin_22_3	20	shallow_20	shallow
s_SalMarSW160210MG_4_8917616_Bin_66_2	2	shallow_2	shallow
